Ligand,Best_Score,Best_File,Total_Conformers,Average_Score,Best_Overall_Score,Worst_Overall_Score
293,-11.288,293_prepared-2_out.pdbqt,3,,,
294,-11.330,294_prepared-1_out.pdbqt,1,,,
295,-11.413,295_prepared-1_out.pdbqt,1,,,
296,-11.659,296_prepared-1_out.pdbqt,1,,,
297,-10.128,297_prepared-1_out.pdbqt,1,,,
298,-10.734,298_prepared-3_out.pdbqt,3,,,
299,-9.514,299_prepared-1_out.pdbqt,1,,,
300,-11.472,300_prepared-1_out.pdbqt,1,,,
301,-11.109,301_prepared-2_out.pdbqt,3,,,
302,-8.682,302_prepared-2_out.pdbqt,3,,,
303,-11.466,303_prepared-1_out.pdbqt,1,,,
304,-8.873,304_prepared-1_out.pdbqt,1,,,
305,-9.678,305_prepared-2_out.pdbqt,3,,,
306,-9.569,306_prepared-1_out.pdbqt,1,,,
307,-10.505,307_prepared-3_out.pdbqt,3,,,
308,-10.356,308_prepared-1_out.pdbqt,1,,,
309,-11.002,309_prepared-1_out.pdbqt,1,,,
310,-10.747,310_prepared-3_out.pdbqt,7,,,
311,-6.576,311_prepared-1_out.pdbqt,1,,,
312,-10.286,312_prepared-1_out.pdbqt,3,,,
313,-8.733,313_prepared-3_out.pdbqt,3,,,
314,-9.927,314_prepared-1_out.pdbqt,1,,,
315,-10.572,315_prepared-1_out.pdbqt,1,,,
316,-7.940,316_prepared-1_out.pdbqt,1,,,
317,-6.232,317_prepared-1_out.pdbqt,1,,,
318,-10.743,318_prepared-2_out.pdbqt,3,,,
319,-11.681,319_prepared-1_out.pdbqt,4,,,
320,-9.148,320_prepared-1_out.pdbqt,1,,,
321,-9.122,321_prepared-1_out.pdbqt,1,,,
322,-8.491,322_prepared-1_out.pdbqt,1,,,
323,-10.222,323_prepared-2_out.pdbqt,3,,,
324,-9.876,324_prepared-3_out.pdbqt,3,,,
325,-11.506,325_prepared-1_out.pdbqt,3,,,
326,-10.524,326_prepared-7_out.pdbqt,7,,,
327,-10.320,327_prepared-1_out.pdbqt,1,,,
328,-8.542,328_prepared-6_out.pdbqt,9,,,
329,-10.116,329_prepared-1_out.pdbqt,1,,,
330,-9.251,330_prepared-1_out.pdbqt,1,,,
331,-9.189,331_prepared-1_out.pdbqt,1,,,
332,-10.426,332_prepared-1_out.pdbqt,3,,,
333,-8.393,333_prepared-1_out.pdbqt,1,,,
334,-8.876,334_prepared-1_out.pdbqt,1,,,
335,-10.844,335_prepared-1_out.pdbqt,1,,,
336,-11.095,336_prepared-2_out.pdbqt,3,,,
337,-10.845,337_prepared-6_out.pdbqt,7,,,
338,-9.094,338_prepared-4_out.pdbqt,10,,,
339,-12.801,339_prepared-2_out.pdbqt,2,,,
340,-10.843,340_prepared-1_out.pdbqt,1,,,
341,-8.678,341_prepared-1_out.pdbqt,1,,,
342,-11.099,342_prepared-1_out.pdbqt,1,,,
343,-7.976,343_prepared-1_out.pdbqt,1,,,
344,-9.250,344_prepared-1_out.pdbqt,1,,,
345,-10.749,345_prepared-1_out.pdbqt,1,,,
346,-10.311,346_prepared-1_out.pdbqt,1,,,
347,-10.787,347_prepared-1_out.pdbqt,1,,,
348,-11.075,348_prepared-1_out.pdbqt,1,,,
349,-8.680,349_prepared-3_out.pdbqt,3,,,
350,-11.289,350_prepared-1_out.pdbqt,1,,,
351,-11.455,351_prepared-1_out.pdbqt,1,,,
352,-9.375,352_prepared-1_out.pdbqt,1,,,
353,-9.518,353_prepared-1_out.pdbqt,1,,,
354,-10.774,354_prepared-3_out.pdbqt,3,,,
355,-12.971,355_prepared-1_out.pdbqt,1,,,
356,-11.403,356_prepared-1_out.pdbqt,1,,,
357,-11.565,357_prepared-1_out.pdbqt,1,,,
358,-9.092,358_prepared-1_out.pdbqt,1,,,
359,-7.576,359_prepared-1_out.pdbqt,1,,,
360,-10.661,360_prepared-2_out.pdbqt,3,,,
361,-7.368,361_prepared-1_out.pdbqt,1,,,
362,-8.710,362_prepared-1_out.pdbqt,1,,,
363,-9.124,363_prepared-1_out.pdbqt,2,,,
364,-10.904,364_prepared-3_out.pdbqt,3,,,
365,-10.884,365_prepared-3_out.pdbqt,3,,,
366,-12.720,366_prepared-1_out.pdbqt,1,,,
367,-9.203,367_prepared-1_out.pdbqt,2,,,
368,-9.196,368_prepared-1_out.pdbqt,2,,,
369,-9.598,369_prepared-1_out.pdbqt,1,,,
370,-9.417,370_prepared-1_out.pdbqt,1,,,
371,-10.130,371_prepared-1_out.pdbqt,1,,,
372,-11.448,372_prepared-3_out.pdbqt,3,,,
373,-10.295,373_prepared-1_out.pdbqt,1,,,
374,-10.740,374_prepared-1_out.pdbqt,1,,,
375,-10.809,375_prepared-1_out.pdbqt,1,,,
376,-10.245,376_prepared-1_out.pdbqt,2,,,
377,-11.078,377_prepared-1_out.pdbqt,1,,,
378,-11.206,378_prepared-2_out.pdbqt,3,,,
379,-11.930,379_prepared-2_out.pdbqt,5,,,
380,-11.249,380_prepared-1_out.pdbqt,3,,,
381,-11.705,381_prepared-2_out.pdbqt,4,,,
382,-10.404,382_prepared-1_out.pdbqt,1,,,
383,-7.622,383_prepared-1_out.pdbqt,1,,,
