Ligand,Best_Score,Best_File,Total_Conformers,Average_Score,Best_Overall_Score,Worst_Overall_Score
293,-10.535,293_prepared-1_out.pdbqt,1,,,
294,-9.586,294_prepared-1_out.pdbqt,1,,,
295,-7.550,295_prepared-1_out.pdbqt,1,,,
296,-7.799,296_prepared-1_out.pdbqt,1,,,
297,-9.891,297_prepared-1_out.pdbqt,1,,,
298,-7.757,298_prepared-1_out.pdbqt,1,,,
299,-7.874,299_prepared-1_out.pdbqt,1,,,
300,-5.275,300_prepared-1_out.pdbqt,1,,,
301,-9.142,301_prepared-1_out.pdbqt,1,,,
302,-11.281,302_prepared-1_out.pdbqt,1,,,
303,-7.938,303_prepared-1_out.pdbqt,2,,,
304,-7.882,304_prepared-1_out.pdbqt,1,,,
305,-7.996,305_prepared-1_out.pdbqt,1,,,
306,-7.545,306_prepared-1_out.pdbqt,1,,,
307,-8.230,307_prepared-1_out.pdbqt,1,,,
308,-9.675,308_prepared-1_out.pdbqt,1,,,
309,-7.898,309_prepared-1_out.pdbqt,1,,,
310,-6.676,310_prepared-1_out.pdbqt,1,,,
311,-8.202,311_prepared-1_out.pdbqt,1,,,
312,-9.786,312_prepared-1_out.pdbqt,1,,,
313,-9.519,313_prepared-1_out.pdbqt,1,,,
314,-7.336,314_prepared-1_out.pdbqt,1,,,
315,-7.905,315_prepared-1_out.pdbqt,1,,,
316,-5.900,316_prepared-1_out.pdbqt,1,,,
317,-8.863,317_prepared-1_out.pdbqt,1,,,
318,-6.838,318_prepared-1_out.pdbqt,1,,,
319,-8.044,319_prepared-1_out.pdbqt,1,,,
320,-8.691,320_prepared-1_out.pdbqt,1,,,
321,-5.013,321_prepared-1_out.pdbqt,1,,,
322,-6.228,322_prepared-1_out.pdbqt,1,,,
323,-5.614,323_prepared-1_out.pdbqt,1,,,
324,-9.328,324_prepared-1_out.pdbqt,1,,,
325,-8.637,325_prepared-1_out.pdbqt,1,,,
326,-8.037,326_prepared-3_out.pdbqt,3,,,
327,-6.400,327_prepared-1_out.pdbqt,1,,,
328,-8.192,328_prepared-1_out.pdbqt,1,,,
329,-5.884,329_prepared-1_out.pdbqt,1,,,
330,-6.660,330_prepared-1_out.pdbqt,1,,,
331,-5.615,331_prepared-1_out.pdbqt,1,,,
332,-7.274,332_prepared-1_out.pdbqt,1,,,
333,-6.779,333_prepared-1_out.pdbqt,1,,,
334,-5.695,334_prepared-1_out.pdbqt,1,,,
335,-8.941,335_prepared-1_out.pdbqt,1,,,
336,-6.455,336_prepared-1_out.pdbqt,1,,,
337,-4.899,337_prepared-1_out.pdbqt,1,,,
338,-7.826,338_prepared-1_out.pdbqt,1,,,
339,-7.341,339_prepared-1_out.pdbqt,1,,,
340,-6.659,340_prepared-1_out.pdbqt,1,,,
341,-8.208,341_prepared-1_out.pdbqt,1,,,
342,-6.822,342_prepared-1_out.pdbqt,1,,,
343,-7.559,343_prepared-1_out.pdbqt,1,,,
344,-8.113,344_prepared-1_out.pdbqt,1,,,
345,-4.787,345_prepared-1_out.pdbqt,1,,,
346,-6.100,346_prepared-1_out.pdbqt,1,,,
347,-5.343,347_prepared-1_out.pdbqt,1,,,
348,-6.063,348_prepared-1_out.pdbqt,1,,,
349,-4.726,349_prepared-1_out.pdbqt,1,,,
350,-6.878,350_prepared-1_out.pdbqt,1,,,
351,-4.196,351_prepared-1_out.pdbqt,1,,,
352,-7.150,352_prepared-1_out.pdbqt,1,,,
353,-5.462,353_prepared-1_out.pdbqt,1,,,
354,-5.580,354_prepared-1_out.pdbqt,1,,,
355,-6.145,355_prepared-1_out.pdbqt,1,,,
356,-4.794,356_prepared-1_out.pdbqt,1,,,
357,-4.213,357_prepared-1_out.pdbqt,1,,,
358,-7.167,358_prepared-1_out.pdbqt,1,,,
359,-6.757,359_prepared-1_out.pdbqt,1,,,
360,-5.461,360_prepared-1_out.pdbqt,1,,,
361,-3.869,361_prepared-1_out.pdbqt,1,,,
362,-5.008,362_prepared-1_out.pdbqt,1,,,
363,-6.874,363_prepared-1_out.pdbqt,1,,,
364,-5.188,364_prepared-1_out.pdbqt,1,,,
365,-7.586,365_prepared-1_out.pdbqt,1,,,
366,-6.292,366_prepared-1_out.pdbqt,1,,,
368,-6.265,368_prepared-1_out.pdbqt,1,,,
369,-5.582,369_prepared-1_out.pdbqt,1,,,
370,-4.614,370_prepared-1_out.pdbqt,1,,,
371,-5.892,371_prepared-1_out.pdbqt,1,,,
372,-4.797,372_prepared-1_out.pdbqt,1,,,
373,-4.413,373_prepared-1_out.pdbqt,1,,,
374,-0.756,374_prepared-1_out.pdbqt,1,,,
375,-5.191,375_prepared-1_out.pdbqt,1,,,
