InChI,SMILES,Count
OSLRFXYPIXIVDY-TZMCWYRMSA-N,c1ccc2c(c1)ccc1cc3c(nc12)C[C@H]1C[C@@H]31,6
OSMFHCKRJATAID-SECBINFHSA-N,O=C1Nc2ccccc2S(=O)(=O)N2CCC[C@H]12,10
OSMFHCKRJATAID-VIFPVBQESA-N,O=C1Nc2ccccc2S(=O)(=O)N2CCC[C@@H]12,10
OSNDUYDDOHEKEE-UHFFFAOYSA-N,O=C1CCCCC(=O)N1,26644
OSOIQJGOYGSIMF-UHFFFAOYSA-N,O=C1CCCCCCCCCCCCCC1,4
OSOYHGMCYLXZSQ-UHFFFAOYSA-N,N=c1[nH]c(=O)c2occc2[nH]1,10
OSPANVNJMICDEO-MRVPVSSYSA-N,C1=NC[C@H]2C(=Nc3ccccc32)N1,8
OSPANVNJMICDEO-QMMMGPOBSA-N,C1=NC[C@@H]2C(=Nc3ccccc32)N1,8
OSPINPPTAPKXPD-CVEARBPZSA-N,C1=C[C@@]23C=C[C@@]2(C=C1)c1ccccc1CC3,2
OSPINPPTAPKXPD-HOTGVXAUSA-N,C1=C[C@]23C=C[C@@]2(C=C1)c1ccccc1CC3,2
OSPINPPTAPKXPD-HZPDHXFCSA-N,C1=C[C@@]23C=C[C@]2(C=C1)c1ccccc1CC3,2
OSPINPPTAPKXPD-JKSUJKDBSA-N,C1=C[C@]23C=C[C@]2(C=C1)c1ccccc1CC3,2
OSQAVIMMWWYYQL-MEDUHNTESA-N,O=c1oc2c3c(ccc2c2c1CCC2)O[C@H]1OC=C[C@@H]31,2
OSQAYXCDJAOMDA-LURJTMIESA-N,O=C1CCN2C(=O)CC[C@H]2C1,2
OSQAYXCDJAOMDA-ZCFIWIBFSA-N,O=C1CCN2C(=O)CC[C@@H]2C1,2
OSQHQXDPGIVMRG-AUSIDOKSSA-N,O=C1c2ccccc2CC=CC[C@]2(CCCNCC2)C(=O)NC[C@H]2CCCN12,2
OSQHQXDPGIVMRG-CVDCTZTESA-N,O=C1c2ccccc2CC=CC[C@@]2(CCCNCC2)C(=O)NC[C@@H]2CCCN12,2
OSQHQXDPGIVMRG-WMZHIEFXSA-N,O=C1c2ccccc2CC=CC[C@]2(CCCNCC2)C(=O)NC[C@@H]2CCCN12,2
OSQHQXDPGIVMRG-XXBNENTESA-N,O=C1c2ccccc2CC=CC[C@@]2(CCCNCC2)C(=O)NC[C@H]2CCCN12,2
OSQNNHWZLDEYIK-SSDOTTSWSA-N,O=C1Nc2cn[nH]c2N2CCCC[C@H]12,2
OSQNNHWZLDEYIK-ZETCQYMHSA-N,O=C1Nc2cn[nH]c2N2CCCC[C@@H]12,2
OSQXJHURCFRYBB-UHFFFAOYSA-N,O=c1cnc2nonc2[nH]1,18
OSRQMFGVJPMGOR-JTQLQIEISA-N,C1=N[C@@]2(CCC23CCCCC3)ON1,572
OSRQMFGVJPMGOR-SNVBAGLBSA-N,C1=N[C@]2(CCC23CCCCC3)ON1,580
OSUOKROJKHZEMO-UHFFFAOYSA-N,O=c1occc2nc3ncccc3cc12,10
OSWKDFTWHRPLJU-JJKYCLHCSA-N,O=C1CC[C@@H]2[C@H]3CCC(=O)O[C@H]3C[C@@H]3O[C@@]32CO1,2
OSWKDFTWHRPLJU-NKGMTQDZSA-N,O=C1CC[C@@H]2[C@H]3CCC(=O)O[C@H]3C[C@@H]3O[C@]32CO1,2
OSWKDFTWHRPLJU-OAZVDXGHSA-N,O=C1CC[C@@H]2[C@H]3CCC(=O)O[C@H]3C[C@H]3O[C@]23CO1,2
OSWKDFTWHRPLJU-YANYRWCTSA-N,O=C1CC[C@@H]2[C@H]3CCC(=O)O[C@H]3C[C@H]3O[C@@]23CO1,2
OSWTTYGEYHSXMH-BXUZGUMPSA-N,C1=N[C@@H]2Nc3cc4ccccc4cc3N[C@@H]2C1,4
OSWTTYGEYHSXMH-SMDDNHRTSA-N,C1=N[C@@H]2Nc3cc4ccccc4cc3N[C@H]2C1,4
OSWZGWQDPZSXLZ-UHFFFAOYSA-N,C1CNCC2(C1)CCC2,127072650
OSXIPPLSKWVDSD-IBGZPJMESA-N,O=C1N[C@H]2CCCCN(C2)C(=O)C2(CC=CCc3ccccc31)CCNCC2,2
OSYDJUPAOGYUHN-UHFFFAOYSA-N,C=C1C=NC(=O)NC1=O,988
OSYGIPDMYUNYQZ-UHFFFAOYSA-N,O=c1[nH]nc2c3ccnn3ccn12,4
OSYLPCUNNQHJBN-DENIHFKCSA-N,O=C1CCCC=CCOc2ccccc2C(=O)N[C@@H]2Cc3ccccc3[C@H]2N1,2
OSYMCBFEQOJIBD-UHFFFAOYSA-N,O=c1[nH]c2ccnn2c2ncccc12,2
OSYYCQRMBFOXNI-UHFFFAOYSA-N,O=c1[nH]c(=O)n2n1CCC2,12
OSZBBZNZOTXOJM-UHFFFAOYSA-N,O=C1NC2(CCCC2)CNC(=O)C2(CC=CCOc3ccccc31)CCCC2,2
OTAFHZMPRISVEM-UHFFFAOYSA-N,O=c1ccoc2ccccc12,9336056
OTATXVHFMGHUSO-UHFFFAOYSA-N,S=c1cc2c(c[nH]1)CCCC2,2
OTAXALTVWIWZFE-UHFFFAOYSA-N,O=C1C2=C(N=C3SCC(=O)N3C2)c2ccccc21,4
OTBHDFWQZHPNPU-UHFFFAOYSA-N,O=C1C2=C(CCCC2)C(=O)c2ccccc21,4
OTBHPDGAIXNSFZ-UHFFFAOYSA-N,c1ccc2c(c1)oc1cc3c(nc12)-c1c(ccc2c1CCO2)C3,2
OTCOUHYUKQYXLR-RDTXWAMCSA-N,O=S1(=O)[C@@H]2CCC[C@@H]1c1cc3ccc4ccccc4c3nc1C2,2
OTDQOKVNUPSUAI-UHFFFAOYSA-N,N=c1ncnc2[nH]c3ccccc3n12,2
OTDUKMQLDZYJCD-JGVFFNPUSA-N,O=C1N[C@@H]2C=CC=C[C@H]1C=C2,4
OTDUKMQLDZYJCD-JZLIZUTMSA-N,O=C1N[C@H]2C=C[C@H]1C=C/C=C/2,2
OTDUKMQLDZYJCD-YUMQZZPRSA-N,O=C1N[C@H]2C=CC=C[C@H]1C=C2,2
OTDXCXJNLIBDCR-UHFFFAOYSA-N,C1CSC2(C1)CNC2,48529158
OTDXCXJNLIBDCR-UHFFFAOYSA-O,C1CSC2(C1)C[NH2+]C2,48
OTFGKXACGLVCDL-UHFFFAOYSA-N,C=C1C(=O)c2sccc2NS1(=O)=O,2
OTFRJPUPCOSKKS-UHFFFAOYSA-N,c1ccc2c3c([nH]c2c1)C1(CCCCC1)NCC3,24
OTFRJPUPCOSKKS-UHFFFAOYSA-O,c1ccc2c3c([nH]c2c1)C1(CCCCC1)[NH2+]CC3,2
OTGBUIGXBNSQRC-UHFFFAOYSA-N,O=C1CC=CCCOC1,2
OTGWJNQRQKPRTH-UHFFFAOYSA-N,c1c2c(cc3c1OCO3)-c1nc3c4c(cc5c3c(c1CC2)CC5)CCC4,2
OTHCFYZMBREEFO-UHFFFAOYSA-N,c1cnc2sc3cc4c(nc3c2c1)-c1[nH]ccc1C4,2
OTIDDWVYGMWOOE-UHFFFAOYSA-N,c1ncc2c(n1)NNC2,2
OTIOCZRDJAVAGM-UHFFFAOYSA-N,O=C1CCc2coc3cccc1c23,2
OTKFFJYOAMIGPR-ACZMJKKPSA-N,C1=N[C@@]2(C[C@@H]3OCC[C@@H]32)ON1,318
OTKFFJYOAMIGPR-LYFYHCNISA-N,C1=N[C@]2(C[C@@H]3OCC[C@@H]32)ON1,318
OTKJELSSGZRKPN-UHFFFAOYSA-N,O=c1nc2n(c3ccccc13)CN=CN2,20
OTKMRDUHEXIDPQ-BQBZGAKWSA-N,O=c1c2sccc2nc2n1[C@H]1CS(=O)(=O)C[C@@H]1S2,2
OTKMRDUHEXIDPQ-NKWVEPMBSA-N,O=c1c2sccc2nc2n1[C@H]1CS(=O)(=O)C[C@H]1S2,2
OTKMRDUHEXIDPQ-RNFRBKRXSA-N,O=c1c2sccc2nc2n1[C@@H]1CS(=O)(=O)C[C@H]1S2,2
OTKMRDUHEXIDPQ-RQJHMYQMSA-N,O=c1c2sccc2nc2n1[C@@H]1CS(=O)(=O)C[C@@H]1S2,2
OTKTXVNUSWKNSP-UHFFFAOYSA-N,c1ccc2c(c1)sc1cc3cnsc3nc12,2
OTLDHILNNLVSAP-CQSZACIVSA-N,O=C1CCC=CCCCCC(=O)N2C[C@@H](CC3(CC3)C2)N1,4
OTNSJAUBOYWVEB-UHFFFAOYSA-N,S=c1[nH]sc(=S)[nH]1,2
OTNVHZPULBQBMZ-UHFFFAOYSA-N,O=c1c2c3c(sc2[nH]c2nnnn12)CCCC3,2
OTOMCHVTNSRGMC-UHFFFAOYSA-N,c1nc2c3cc4c(nc3ncn2n1)CCOC4,2
OTOOOSRMABUBOW-UHFFFAOYSA-N,c1ccc2c(c1)c[n+]1c3c(cccc23)CCC1,2
OTOTTYLKLXOEJY-UHFFFAOYSA-N,O=c1c2c(nc3n1CCCS3)-c1ccccc1CC2,14
OTPDWCMLUKMQNO-UHFFFAOYSA-N,C1=CNCNC1,64
OTPKDPYSKKVFIF-GFCCVEGCSA-N,c1ccc2c(c1)CN1CCCC[C@@H]1CN2,2
OTPKDPYSKKVFIF-LBPRGKRZSA-N,c1ccc2c(c1)CN1CCCC[C@H]1CN2,2
OTPLYSHAQIROLT-UHFFFAOYSA-N,N=c1[nH]cnc2c1sc1ncsc12,15440
OTQOQDGROUMNHN-KCQQBQQISA-N,O=C1NC[C@]12C[C@@H]1O[C@@H]1C2,4
OTQOQDGROUMNHN-RFZPGFLSSA-N,O=C1NCC12C[C@H]1O[C@@H]1C2,2
OTQOQDGROUMNHN-WHFBIAKZSA-N,O=C1NCC12C[C@@H]1O[C@H]1C2,2
OTQSNJIPPSAYDA-LLVKDONJSA-N,C1=C2C3=C(CC[C@H]2CC1)c1ccccc1OC3,4
OTQSNJIPPSAYDA-NSHDSACASA-N,C1=C2C3=C(CC[C@@H]2CC1)c1ccccc1OC3,4
OTSPZORJUABAMO-UHFFFAOYSA-N,c1nc2c(cc1=C1CCNCC1)CCCN=2,2
OTSRPHATAFZAHQ-UHFFFAOYSA-N,N=C1C(=O)Cc2ccccc21,4
OTSXXWCBJYIVET-MRXNPFEDSA-N,O=C1N[C@H]2CN(CC3(CC3)C2)C(=O)COCCC=CCOc2ccccc21,4
OTUGBPSXVBDWKS-BQBZGAKWSA-N,C1=C[C@H]2CC[C@H]1CS2,12870486
OTUGBPSXVBDWKS-NKWVEPMBSA-N,C1=C[C@@H]2CC[C@H]1CS2,2
OTUGBPSXVBDWKS-RQJHMYQMSA-N,C1=C[C@H]2CC[C@@H]1CS2,6
OTUKYSZEJWYIDM-CAGAXNCQSA-N,C1OC2[C@@H]3C4C5[C@@H]3C1[C@@H]5[C@H]24,2
OTUKYSZEJWYIDM-HJTUJQBDSA-N,C1O[C@H]2[C@H]3[C@H]4[C@H]1[C@H]1[C@H]2[C@@H]3[C@@H]41,2
OTUKYSZEJWYIDM-QINXDMHOSA-N,C1O[C@@H]2[C@@H]3[C@@H]4[C@@H]1[C@@H]1[C@H]2[C@H]3[C@@H]14,2
OTUKYSZEJWYIDM-XQLSUNCLSA-N,C1O[C@@H]2[C@@H]3[C@H]4[C@@H]1[C@@H]1[C@H]2[C@H]3[C@H]41,2
OTUQPFZTRRRYTA-HKBCETJISA-N,C1=C[C@H]2[C@H]3CC[C@@H](CC3)[C@@H]12,4
OTUQPFZTRRRYTA-XKNYDFJKSA-N,C1=C[C@H]2[C@H]3CC[C@@H](CC3)[C@H]12,4
OTUQVVAPWZXBPO-UHFFFAOYSA-N,c1ccc2c(c1)nc1n2cnc2ccnn21,8
OTWVCPGIBKMZLL-UHFFFAOYSA-N,N=C1CCCCCc2ccc(cc2)CCCC1,4
OTXJKBUDMLOVIB-UHFFFAOYSA-N,O=c1[nH]c2ccccc2c2c1CCCC2,2
OTXPFWPGVPWIKL-UHFFFAOYSA-N,C=C1CCc2c(sc3ccccc23)C1=O,1000
OTXPQVKQPQPOEJ-MOPGFXCFSA-N,O=C1NCC2(CCCCC2)NC(=O)[C@@H]2CCO[C@H]2C=CCc2ccccc21,2
OTYQMHKAYHPBDY-HTRCEHHLSA-N,c1ncc2c(n1)C[C@H]1CC[C@H]2N1,474078
OTYQMHKAYHPBDY-POYBYMJQSA-N,c1ncc2c(n1)C[C@@H]1CC[C@H]2N1,256
OTYQMHKAYHPBDY-POYBYMJQSA-O,c1ncc2c(n1)C[C@@H]1CC[C@H]2[NH2+]1,2
OTYQMHKAYHPBDY-SVRRBLITSA-N,c1ncc2c(n1)C[C@H]1CC[C@@H]2N1,82
OTYQMHKAYHPBDY-UHFFFAOYSA-N,c1ncc2c(n1)CC1CCC2N1,6118
OTYQMHKAYHPBDY-XPUUQOCRSA-N,c1ncc2c(n1)C[C@@H]1CC[C@@H]2N1,463852
OTYXYGWBSCSXGU-UHFFFAOYSA-N,N=C1Nc2nc3ccccc3n2C12CCCCC2,196
OTZYLKUZVWKKHG-UHFFFAOYSA-N,c1ccc2c(c1)SC1=NCCCN12,10
OTZYLKUZVWKKHG-UHFFFAOYSA-O,c1ccc2c(c1)SC1=[NH+]CCCN12,8
OTZYZEVROZBBLZ-UHFFFAOYSA-N,c1cnc2c(c1)nc1n2CCCCC1,89212
OUBXHELIHFNQBR-AZDAQJLHSA-N,C1C[C@H]2C[C@H]1[C@@]13O[C@@H]1C[C@H]1O[C@@]213,2
OUBXHELIHFNQBR-COQVWMOOSA-N,C1C[C@H]2C[C@@H]1[C@]13O[C@H]1C[C@@H]1O[C@@]213,2
OUBXHELIHFNQBR-GWRHWDGRSA-N,C1C[C@@H]2C[C@@H]1[C@]13O[C@H]1C[C@@H]1O[C@@]213,2
OUBXHELIHFNQBR-HMELBQQSSA-N,C1C[C@H]2C[C@H]1[C@]13O[C@@H]1C[C@H]1O[C@@]213,2
OUBXHELIHFNQBR-IIZWTSTJSA-N,C1C[C@H]2C[C@H]1[C@]13O[C@H]1C[C@H]1O[C@@]213,2
OUBXHELIHFNQBR-IKERETKASA-N,C1C[C@H]2C[C@H]1[C@]13O[C@H]1C[C@@H]1O[C@@]213,2
OUBXHELIHFNQBR-SWXZISNSSA-N,C1C[C@H]2C[C@H]1[C@@]13O[C@H]1C[C@H]1O[C@@]213,2
OUCFZPJFLDVIFR-UHFFFAOYSA-N,c1ccc2c(c1)CSc1sccc1C2=C1CCNCC1,2
OUCIMBIWPXHMMO-UHFFFAOYSA-N,O=C1NC(=O)c2c1sc1nc3ccccc3n21,6
OUELABUKFBUWPL-MRVPVSSYSA-N,O=C1NC2(CCCC2)C(=O)N2CCNC[C@H]12,2
OUELABUKFBUWPL-QMMMGPOBSA-N,O=C1NC2(CCCC2)C(=O)N2CCNC[C@@H]12,2
OUFDIHMYBXQTIK-NXEZZACHSA-N,C=C1[C@H]2ON[C@H]1c1ccccc1O2,2
OUFDIHMYBXQTIK-UWVGGRQHSA-N,C=C1[C@@H]2ON[C@@H]1c1ccccc1O2,2
OUFDIHMYBXQTIK-VHSXEESVSA-N,C=C1[C@H]2ON[C@@H]1c1ccccc1O2,2
OUFDIHMYBXQTIK-ZJUUUORDSA-N,C=C1[C@@H]2ON[C@H]1c1ccccc1O2,2
OUGJIWKLAIOBCQ-UHFFFAOYSA-N,O=C1CC(=O)CC2(CCOCC2)C1,2
OUIAHIOTISOTFT-CRCLSJGQSA-N,N=C1NC2(OCCO2)[C@@H]2C[C@H]12,2
OUIAHIOTISOTFT-RFZPGFLSSA-N,N=C1NC2(OCCO2)[C@@H]2C[C@@H]12,12
OUIAHIOTISOTFT-UHNVWZDZSA-N,N=C1NC2(OCCO2)[C@H]2C[C@@H]12,8
OUIAHIOTISOTFT-WHFBIAKZSA-N,N=C1NC2(OCCO2)[C@H]2C[C@H]12,8
OUIRDQHCQNTSGL-UHFFFAOYSA-N,N=C1CCCc2nc3c(cc21)CCCC3,2
OUIZLFQKZFAUDY-UHFFFAOYSA-N,O=c1[nH]c(=O)c2cc3c(nc2[nH]1)CCCOC3,2
OUJCAFILDPHRNM-NTSWFWBYSA-N,N=C1O[C@@H]2C=CC[C@H]1C2,2
OUJCAFILDPHRNM-PHDIDXHHSA-N,N=C1O[C@@H]2C=CC[C@@H]1C2,14
OUJCAFILDPHRNM-RITPCOANSA-N,N=C1O[C@H]2C=CC[C@@H]1C2,2
OUJCAFILDPHRNM-WDSKDSINSA-N,N=C1O[C@H]2C=CC[C@H]1C2,2
OUJKSHSWNVQPCI-UHFFFAOYSA-N,c1ccc2c(c1)OC1(CCNC1)O2,240890
OUKQLJBANRHVIM-UHFFFAOYSA-N,c1cnc2c(c1)NC1(CCCCC1)N2,2
OULGLDZMCCEWLR-UHFFFAOYSA-N,c1ccc2c(c1)NCCOC21CCNCC1,30
OULINFVFZUBNSA-UHFFFAOYSA-N,c1n[nH]c2c1CCCCCCCCCC2,2
OULQIRTYSJHFKP-UHFFFAOYSA-N,N=C1CNC=N1,24
OUNDIGRDMRSZNF-AWEZNQCLSA-N,O=C1CCNCC=CCOc2ccccc2C(=O)N2CC[C@@H](C2)N1,8
OUNDIGRDMRSZNF-CQSZACIVSA-N,O=C1CCNCC=CCOc2ccccc2C(=O)N2CC[C@H](C2)N1,4
OUOGWRMOQRSJNY-SNVBAGLBSA-N,O=C1NC(=O)[C@]2(CC=NC2=O)n2cccc21,2
OUOHECWYYXAKEP-UHFFFAOYSA-N,c1ccc2c(c1)Cn1nccc1CO2,2
OUOQLJFRZNMGSG-QJPTWQEYSA-N,O=C1OC(=O)[C@H]2CN3C=Cc4ccccc4[C@@H]3[C@H]12,2
OUOQLJFRZNMGSG-TUAOUCFPSA-N,O=C1OC(=O)[C@H]2CN3C=Cc4ccccc4[C@H]3[C@H]12,4
OUPLMGKTBLYTIN-UHFFFAOYSA-N,O=C1NC(=S)NC(=O)C1=C1Nc2ccccc2S1,2
OUPZOTPUEDTWQI-UHFFFAOYSA-N,O=C1C=S=C2c3[nH]cnc3N=CN12,2
OUQASHVWCVEPDC-BBRMVZONSA-N,O=C1CCCC=CCOCC(=O)N2C[C@@H]3CCC[C@@]3(C2)N1,4
OUQFYCOJMMHQMV-FHSNZYRGSA-N,C1=CC[C@H]2[C@H](C1)CN1CCc3c([nH]c4ccccc34)[C@@H]21,2
OUQFYCOJMMHQMV-JCGVRSQUSA-O,C1=CC[C@@H]2[C@@H](C1)C[N@H+]1CCc3c([nH]c4ccccc34)[C@H]21,2
OUQFYCOJMMHQMV-LXIYXOSZSA-O,C1=CC[C@H]2[C@@H](C1)C[N@H+]1CCc3c([nH]c4ccccc34)[C@H]21,2
OUQFYCOJMMHQMV-VBHSOAQHSA-O,C1=CC[C@H]2[C@H](C1)C[N@H+]1CCc3c([nH]c4ccccc34)[C@H]21,2
OUQFYCOJMMHQMV-VFVRVIDISA-O,C1=CC[C@@H]2[C@H](C1)C[N@H+]1CCc3c([nH]c4ccccc34)[C@H]21,2
OUQVIBJBPCRCAT-UHFFFAOYSA-N,N=c1ccc2sc(=N)[nH]c2[nH]1,2
OURDZMSSMGUMKR-AWEZNQCLSA-N,c1ccc2c3c([nH]c2c1)[C@@H]1CCCCN1CC3,10
OURDZMSSMGUMKR-CQSZACIVSA-N,c1ccc2c3c([nH]c2c1)[C@H]1CCCCN1CC3,6
OURGUPDLCDAHEO-UHFFFAOYSA-N,[N]=C=C1CNCCN1,2
OUSIPAHEWRZPDB-IUCAKERBSA-N,N=C1C[C@@H]2CCCCCC[C@H]12,2
OUSMQYLJWABZNE-UHFFFAOYSA-N,O=C1C=COC2(CCCC2)O1,4
OUSRPUKFOZLDMW-UHFFFAOYSA-N,N=C1N=C2Oc3ccccc3N2CN1,8
OUTALODBBAVTLL-SSDOTTSWSA-N,O=S1(=O)CC[C@@]12CCCNC2,2
OUTALODBBAVTLL-ZETCQYMHSA-N,O=S1(=O)CC[C@]12CCCNC2,2
OUTQXDQJHHNOLW-JTQLQIEISA-N,C=C1NO[C@]2(CCCC23CCC3)N1,6
OUTQXDQJHHNOLW-SNVBAGLBSA-N,C=C1NO[C@@]2(CCCC23CCC3)N1,6
OUUCMXWKHYCACN-UHFFFAOYSA-N,C=c1ccc2c(n1)C=CN=2,120
OUVAMKBCUDQJPM-UHFFFAOYSA-N,O=c1occc2c1cnc1ncnn12,2
OUVCMCCEHVYDSF-NXEZZACHSA-N,O=C1Nc2ccccc2C=C[C@@H]2C[C@@H]12,2
OUVCMCCEHVYDSF-UWVGGRQHSA-N,O=C1Nc2ccccc2C=C[C@H]2C[C@H]12,2
OUVCMCCEHVYDSF-VHSXEESVSA-N,O=C1Nc2ccccc2C=C[C@H]2C[C@@H]12,2
OUVCMCCEHVYDSF-ZJUUUORDSA-N,O=C1Nc2ccccc2C=C[C@@H]2C[C@H]12,2
OUWRALKKIXLYKB-UHFFFAOYSA-N,O=C1C=Cc2[nH]ccc2C1=O,12
OUXKJFOCOVRXAZ-UHFFFAOYSA-N,c1cc2cc3c(nc2cn1)CCSC3,4
OUYBZBFRSNYIPU-NUTKFTJISA-N,O=C1N[C@@H]2c3c(ccc4ccccc34)O[C@]3(CC[P@H](=O)C[C@@H]23)N1,8
OUYBZBFRSNYIPU-PVUWLOKVSA-N,O=C1N[C@@H]2c3c(ccc4ccccc34)O[C@]3(CC[P@H](=O)C[C@H]23)N1,8
OUYBZBFRSNYIPU-SRCQZFHVSA-N,O=C1N[C@H]2c3c(ccc4ccccc34)O[C@@]3(CC[P@H](=O)C[C@H]23)N1,8
OUYBZBFRSNYIPU-XGWLTEMNSA-N,O=C1N[C@H]2c3c(ccc4ccccc34)O[C@@]3(CC[P@@H](=O)C[C@@H]23)N1,8
OUZRRTFIEKAGOR-PRHODGIISA-N,c1c2c(nc3sc4c(c13)CCC4)C[C@@H]1CNC[C@@H]21,2
OVAJNQHYCXLREX-UHFFFAOYSA-N,N=C1SCCCS1,4
OVALKVVPPLZZRD-BQBZGAKWSA-N,C1C[C@H]2C[C@@H]2CCN1,17045374
OVALKVVPPLZZRD-KNVOCYPGSA-N,C1C[C@@H]2C[C@@H]2CCN1,32563840
OVALKVVPPLZZRD-RNFRBKRXSA-N,C1C[C@@H]2C[C@H]2CCN1,19096944
OVALKVVPPLZZRD-UHFFFAOYSA-N,C1CC2CC2CCN1,41860
OVANOEOMAGNKEJ-UHFFFAOYSA-N,O=S1(=O)Cc2ccoc2C1,1611498
OVBMCBWRCYUJGE-UHFFFAOYSA-N,O=C1CNC(=O)C2(CC3(CCCC3)C2)N1,962
OVBWRRXDZIAMFG-UHFFFAOYSA-N,O=C1NNc2ncccc2N1,34
OVCARQFDKINEOO-QWHCGFSZSA-N,O=C1COCC=CCCCCC(=O)N[C@@H]2COCC[C@@H]2N1,4
OVCBABAWAFWEQW-PSASIEDQSA-N,C1=NO[C@H]2c3ccccc3C[C@H]12,2
OVCBABAWAFWEQW-SCZZXKLOSA-N,C1=NO[C@@H]2c3ccccc3C[C@H]12,2
OVCBABAWAFWEQW-WCBMZHEXSA-N,C1=NO[C@H]2c3ccccc3C[C@@H]12,2
OVCBABAWAFWEQW-WPRPVWTQSA-N,C1=NO[C@@H]2c3ccccc3C[C@@H]12,2
OVCHPQXUNFWDGO-FVSVBAFRSA-N,C1C[C@H]2CC[C@H]3[C@@H](CC[C@]45C[C@@H]4CC[C@H]35)[C@@H]2C1,6
OVCHPQXUNFWDGO-MCQVRFHASA-N,C1C[C@H]2CC[C@H]3[C@@H](CC[C@]45C[C@H]4CC[C@H]35)[C@H]2C1,6
OVCHPQXUNFWDGO-MDGYVMOJSA-N,C1C[C@@H]2CC[C@H]3[C@H](CC[C@@]45C[C@H]4CC[C@H]35)[C@@H]2C1,2
OVCHPQXUNFWDGO-OPCFMFSHSA-N,C1C[C@H]2CC[C@H]3[C@@H](CC[C@@]45C[C@@H]4CC[C@H]35)[C@@H]2C1,2
OVCHPQXUNFWDGO-OPDUPDQMSA-N,C1C[C@H]2CC[C@@H]3[C@@H](CC[C@]45C[C@H]4CC[C@H]35)[C@H]2C1,6
OVCHPQXUNFWDGO-OXFLSZTOSA-N,C1C[C@H]2CC[C@H]3[C@@H](CC[C@]45C[C@H]4CC[C@H]35)[C@@H]2C1,6
OVCHPQXUNFWDGO-PMQCXYRDSA-N,C1C[C@@H]2CC[C@H]3[C@H](CC[C@]45C[C@H]4CC[C@@H]35)[C@@H]2C1,2
OVCHPQXUNFWDGO-PXCCUHOTSA-N,C1C[C@@H]2CC[C@H]3[C@H](CC[C@@]45C[C@H]4CC[C@@H]35)[C@@H]2C1,2
OVCHPQXUNFWDGO-SZTTVXCBSA-N,C1C[C@H]2CC[C@H]3[C@@H](CC[C@@]45C[C@H]4CC[C@H]35)[C@@H]2C1,2
OVCHPQXUNFWDGO-VMKQKJKBSA-N,C1C[C@@H]2CC[C@H]3[C@@H](CC[C@]45C[C@H]4CC[C@H]35)[C@H]2C1,6
OVCHPQXUNFWDGO-WKTFXYGHSA-N,C1C[C@H]2CC[C@@H]3[C@H](CC[C@]45C[C@@H]4CC[C@H]35)[C@@H]2C1,4
OVCHPQXUNFWDGO-WMHKBXCFSA-N,C1C[C@H]2CC[C@@H]3[C@H](CC[C@]45C[C@@H]4CC[C@H]35)[C@H]2C1,4
OVCHPQXUNFWDGO-XOVYBCQFSA-N,C1C[C@@H]2CC[C@@H]3[C@@H](CC[C@]45C[C@H]4CC[C@H]35)[C@H]2C1,6
OVCHPQXUNFWDGO-YFFLOQLSSA-N,C1C[C@@H]2CC[C@H]3[C@H](CC[C@]45C[C@H]4CC[C@H]35)[C@@H]2C1,2
OVCLQKCMBAVJEG-UHFFFAOYSA-N,O=c1ccccc(=O)o1,2
OVCWYMLGTUTHGZ-AWEZNQCLSA-N,O=C1NC[C@@H]2CCCN2C(=O)CCC=CCNS(=O)(=O)c2ccccc21,10
OVCWYMLGTUTHGZ-CQSZACIVSA-N,O=C1NC[C@H]2CCCN2C(=O)CCC=CCNS(=O)(=O)c2ccccc21,8
OVDCPYVCTAWCOZ-UHFFFAOYSA-O,C1CNC(=[N+]2CCC3(CCSCC3)CC2)N1,2
OVFGIOHVKSCONV-NTSWFWBYSA-N,O=S1(=O)C[C@@H]2CCO[C@@H]2C1,203456
OVFGIOHVKSCONV-PHDIDXHHSA-N,O=S1(=O)C[C@H]2CCO[C@@H]2C1,205028
OVFGIOHVKSCONV-RITPCOANSA-N,O=S1(=O)C[C@H]2CCO[C@H]2C1,204792
OVFGIOHVKSCONV-WDSKDSINSA-N,O=S1(=O)C[C@@H]2CCO[C@H]2C1,203456
OVFKHTBAWFWWTB-UHFFFAOYSA-N,c1ccc2c3nn4cnc5sc6c(c5c4nc-3nc2c1)CCC6,2
OVGMEXRWIIKTIQ-NXEZZACHSA-N,C1C[C@@H]2CC3(CC[C@@H]2CN1)OCCO3,6
OVGMEXRWIIKTIQ-UWVGGRQHSA-N,C1C[C@H]2CC3(CC[C@H]2CN1)OCCO3,6
OVGMEXRWIIKTIQ-VHSXEESVSA-N,C1C[C@H]2CC3(CC[C@@H]2CN1)OCCO3,6
OVGMEXRWIIKTIQ-ZJUUUORDSA-N,C1C[C@@H]2CC3(CC[C@H]2CN1)OCCO3,6
OVGUFINSGREOQJ-AWEZNQCLSA-N,c1cc2cc3c(nc2s1)CC[C@]1(CCOC1)C3,2
OVGUFINSGREOQJ-CQSZACIVSA-N,c1cc2cc3c(nc2s1)CC[C@@]1(CCOC1)C3,2
OVHJQPSREAVPKC-UHFFFAOYSA-N,O=C1CC2(CCOCC2)Cc2nc3c4c(cc5c3c(c21)CC5)CCC4,2
OVIPGYIRGYIDPQ-UHFFFAOYSA-N,O=c1c2c3c(sc2nc2c4ccccc4cnn12)CCC3,4
