InChI,SMILES,Count
BTLTVYGUMREMCE-GIUZCHFDSA-N,C1[C@H]2[C@@H]3[C@H]4[C@H]1[C@H]1[C@@H]5O[C@H]([C@@H]3[C@H]54)[C@@H]21,122234
BTLTVYGUMREMCE-GKESVIEXSA-N,C1[C@@H]2[C@@H]3[C@H]4[C@@H]1[C@H]1[C@@H]5O[C@@H]([C@H]3[C@H]54)[C@@H]21,2
BTLTVYGUMREMCE-HAGOAKEESA-N,C1[C@H]2[C@@H]3[C@H]4[C@H]1[C@H]1[C@@H]5O[C@H]([C@H]3[C@H]54)[C@@H]21,132050
BTLTVYGUMREMCE-HNRSEZNOSA-N,C1[C@@H]2[C@@H]3[C@H]4[C@@H]1[C@H]1[C@@H]5O[C@@H]([C@@H]3[C@H]54)[C@@H]21,2
BTLTVYGUMREMCE-OIGARENCSA-N,C1[C@H]2[C@@H]3[C@H]4[C@H]1[C@H]1[C@@H]5O[C@H]([C@H]3[C@@H]54)[C@H]21,122272
BTLTVYGUMREMCE-OSBPQMDPSA-N,C1[C@@H]2[C@@H]3[C@@H]4[C@H]1[C@@H]1[C@H]5O[C@@H]([C@H]3[C@H]54)[C@H]21,10
BTLTVYGUMREMCE-OSFOYDBCSA-N,C1[C@@H]2[C@H]3[C@H]4[C@@H]1[C@H]1[C@H]5O[C@@H]([C@H]3[C@@H]54)[C@H]21,14
BTLTVYGUMREMCE-QHYCBPNOSA-N,C1[C@@H]2[C@@H]3[C@@H]4[C@H]1[C@@H]1[C@H]5O[C@H]([C@H]3[C@H]54)[C@H]21,10
BTLTVYGUMREMCE-RPZJQYIQSA-N,C1[C@@H]2[C@@H]3[C@@H]4[C@H]1[C@H]1[C@@H]5O[C@@H]([C@H]3[C@@H]54)[C@@H]21,32
BTLTVYGUMREMCE-SUODNQJNSA-N,C1[C@@H]2[C@@H]3[C@H]4[C@@H]1[C@H]1[C@@H]5O[C@@H]([C@H]3[C@@H]54)[C@@H]21,2
BTLTVYGUMREMCE-UKCFRDGXSA-N,C1[C@@H]2[C@@H]3[C@@H]4[C@H]1[C@@H]1[C@H]5O[C@@H]([C@H]3[C@H]54)[C@@H]21,10
BTLTVYGUMREMCE-WCYFPYAVSA-N,C1[C@H]2[C@@H]3[C@H]4[C@H]1[C@H]1[C@@H]5O[C@H]([C@H]3[C@H]54)[C@H]21,129858
BTLTVYGUMREMCE-WOZFXCGZSA-N,C1[C@H]2[C@H]3[C@@H]4[C@H]1[C@H]1[C@@H]5O[C@H]([C@H]3[C@@H]54)[C@H]21,2
BTLTVYGUMREMCE-WUIKSKAOSA-N,C1[C@H]2[C@H]3[C@@H]4[C@H]1[C@H]1[C@H]5O[C@@H]([C@H]3[C@@H]54)[C@H]21,2
BTLTVYGUMREMCE-XRWQBTIVSA-N,C1[C@@H]2[C@@H]3[C@@H]4[C@H]1[C@@H]1[C@H]5O[C@H]([C@H]3[C@H]54)[C@@H]21,10
BTLTVYGUMREMCE-YHOMHKNYSA-N,C1[C@@H]2[C@H]3[C@@H]4[C@H]1[C@H]1[C@H]5O[C@@H]([C@H]3[C@@H]54)[C@H]21,14
BTLTVYGUMREMCE-YTGCHPEBSA-N,C1[C@@H]2[C@H]3[C@H]4[C@H]1[C@H]1[C@H]5O[C@@H]([C@H]3[C@@H]54)[C@H]21,14
BTLTVYGUMREMCE-YTWCHJHDSA-N,C1[C@@H]2[C@@H]3[C@H]4[C@@H]1[C@H]1[C@@H]5O[C@@H]([C@@H]3[C@@H]54)[C@@H]21,2
BTLTVYGUMREMCE-ZUIAVTGWSA-N,C1[C@@H]2[C@H]3[C@@H]4[C@@H]1[C@H]1[C@H]5O[C@@H]([C@H]3[C@@H]54)[C@H]21,14
BTLVUTGUNSNFSL-CABCVRRESA-N,O=C1N[C@@]2(CCO[C@]3(CCOC3)C2)Oc2ccccc21,2
BTLVUTGUNSNFSL-GJZGRUSLSA-N,O=C1N[C@@]2(CCO[C@@]3(CCOC3)C2)Oc2ccccc21,2
BTLVUTGUNSNFSL-HUUCEWRRSA-N,O=C1N[C@]2(CCO[C@]3(CCOC3)C2)Oc2ccccc21,2
BTLVUTGUNSNFSL-LSDHHAIUSA-N,O=C1N[C@]2(CCO[C@@]3(CCOC3)C2)Oc2ccccc21,2
BTLVUTGUNSNFSL-UHFFFAOYSA-N,O=C1NC2(CCOC3(CCOC3)C2)Oc2ccccc21,2
BTMFUCBYQVPBLE-BJDJZHNGSA-N,C=C1C(=O)O[C@H]2CC[C@H]3CCOC[C@@H]3C[C@@H]12,8
BTMFUCBYQVPBLE-DDHJBXDOSA-N,C=C1C(=O)O[C@@H]2CC[C@@H]3CCOC[C@H]3C[C@H]12,2
BTMFUCBYQVPBLE-FIQHERPVSA-N,C=C1C(=O)O[C@@H]2CC[C@H]3CCOC[C@@H]3C[C@@H]12,8
BTMFUCBYQVPBLE-NOOOWODRSA-N,C=C1C(=O)O[C@@H]2CC[C@@H]3CCOC[C@@H]3C[C@@H]12,4
BTMFUCBYQVPBLE-WISYIIOYSA-N,C=C1C(=O)O[C@@H]2CC[C@@H]3CCOC[C@H]3C[C@@H]12,4
BTMFUCBYQVPBLE-WRWGMCAJSA-N,C=C1C(=O)O[C@@H]2CC[C@@H]3CCOC[C@@H]3C[C@H]12,2
BTNAZHHYONIOIV-UHFFFAOYSA-N,O=S1(=O)N=Cc2ccccc21,694072
BTNIBCJLLFCGAW-UHFFFAOYSA-N,N=C1c2ccccc2C(=O)c2c1ccc1ccccc21,2
BTOOAEJQMMRUFY-UHFFFAOYSA-N,N=c1[nH]c2c(c(=O)[nH]1)C1(CCCC1)Cc1ccccc1-2,2
BTSMKUFEWQGVOW-YWIQKCBGSA-N,O=C1N=C[C@H]2[C@H]1[C@@H]1C=C[C@H]2CN1,2
BTSRCKGXYLBFOS-UHFFFAOYSA-N,C1=NN=COC1,2
BTSTXJPTWXSECW-UHFFFAOYSA-N,C1=Cn2ccnc2NC1,46524
BTTHWGDDHNRPOF-UHFFFAOYSA-O,N=C1C=CC2=[NH+]N=CC2=C1,32
BTTOTPHMUPPNHS-SHTZXODSSA-N,c1ccc2c(c1)[C@H]1c3ccccc3[C@H]2C12CO2,6
BTTPSCTXUGEOHW-UHFFFAOYSA-N,N=c1[nH]c(=O)c2c3c(sc2[nH]1)COCC3,4
BTUKLHLQTUXJQB-UHFFFAOYSA-N,c1cc2cnnc-2c[nH]1,120
BTVHCLMUASJDFD-UHFFFAOYSA-N,O=C1NC2(CCOCC2)Cc2nc3sc4c(c3cc21)CCCCC4,2
BTWFHSXBTABLQO-BDAKNGLRSA-N,O=C1C=C[C@@H]2CCC3(C[C@@H]2O1)OCCO3,2
BTWFHSXBTABLQO-DTWKUNHWSA-N,O=C1C=C[C@H]2CCC3(C[C@H]2O1)OCCO3,2
BTWFHSXBTABLQO-IUCAKERBSA-N,O=C1C=C[C@H]2CCC3(C[C@@H]2O1)OCCO3,2
BTWFHSXBTABLQO-RKDXNWHRSA-N,O=C1C=C[C@@H]2CCC3(C[C@H]2O1)OCCO3,2
BTYNVOQLMBUUMS-UHFFFAOYSA-N,N=C1NC(=O)CC(=O)N1,2392
BTYOJOLATHBNOE-GHMZBOCLSA-N,O=C1C=Cc2ccccc2[C@H]2C[C@@H]12,2
BTYOJOLATHBNOE-MNOVXSKESA-N,O=C1C=Cc2ccccc2[C@H]2C[C@H]12,2
BTYOJOLATHBNOE-QWRGUYRKSA-N,O=C1C=Cc2ccccc2[C@@H]2C[C@H]12,2
BTYOJOLATHBNOE-WDEREUQCSA-N,O=C1C=Cc2ccccc2[C@@H]2C[C@@H]12,2
BTYUYKSOCWCQMS-FQEVSTJZSA-N,O=C1CCCC=CCC2(CCCC2)C(=O)NC[C@H]2c3ccccc3CCN12,6
BTYUYKSOCWCQMS-HXUWFJFHSA-N,O=C1CCCC=CCC2(CCCC2)C(=O)NC[C@@H]2c3ccccc3CCN12,6
BTZVACANDIHKJX-UHFFFAOYSA-N,c1ccc2nc3ncncc3nc2c1,16
BTZVACANDIHKJX-UHFFFAOYSA-O,c1ccc2[nH+]c3cncnc3nc2c1,2
BUAOQTBIYQCYGA-UHFFFAOYSA-N,O=C1CCC2(CCO2)CC1,2
BUAUQFMQSPCMAD-UHFFFAOYSA-N,O=[PH]1NN[PH](=O)NN1,2
BUBFPNJLVAEPCL-UHFFFAOYSA-N,C1=NC2(CCC3(CCc4ccccc43)CC2)ON1,212
BUBJXUAGKZSOEG-AXFHLTTASA-N,O=C1NC(=O)[C@@H]2[C@H]1[C@@H]1CCCN1C21CCCCC1,2
BUBJXUAGKZSOEG-DCAQKATOSA-N,O=C1NC(=O)[C@@H]2[C@@H]1[C@@H]1CCCN1C21CCCCC1,2
BUBJXUAGKZSOEG-GMTAPVOTSA-N,O=C1NC(=O)[C@H]2[C@H]1[C@H]1CCCN1C21CCCCC1,2
BUBJXUAGKZSOEG-MXWKQRLJSA-N,O=C1NC(=O)[C@@H]2[C@H]1[C@H]1CCCN1C21CCCCC1,2
BUBJXUAGKZSOEG-OUAUKWLOSA-N,O=C1NC(=O)[C@H]2[C@@H]1[C@H]1CCCN1C21CCCCC1,2
BUBJXUAGKZSOEG-VWYCJHECSA-N,O=C1NC(=O)[C@@H]2[C@@H]1[C@H]1CCCN1C21CCCCC1,2
BUBYRIXRMVHCQU-MMWGEVLESA-N,O=C1CC[C@@H]2[C@H]3CCC[C@H]3C=C[C@H]12,2
BUCSRFRYZXDFRI-GFCCVEGCSA-N,O=C1C=CC[C@]2(O1)C(=O)Nc1ccccc12,2
BUCSRFRYZXDFRI-LBPRGKRZSA-N,O=C1C=CC[C@@]2(O1)C(=O)Nc1ccccc12,2
BUDISQPHJKMXOY-UHFFFAOYSA-N,C1=CC2(CCC1)OCCO2,20
BUDMEHGVRAOUAD-ABKXIKBNSA-N,O=C1CCc2c1c(=O)oc1c3c(ccc21)O[C@@H]1OCC[C@H]31,4
BUDMEHGVRAOUAD-FVMDXXJSSA-N,O=C1CCc2c1c(=O)oc1c3c(ccc21)O[C@@H]1OCC[C@@H]31,2
BUDMEHGVRAOUAD-JDNHERCYSA-N,O=C1CCc2c1c(=O)oc1c3c(ccc21)O[C@H]1OCC[C@H]31,4
BUDMEHGVRAOUAD-XXFAHNHDSA-N,O=C1CCc2c1c(=O)oc1c3c(ccc21)O[C@H]1OCC[C@@H]31,4
BUDQDWGNQVEFAC-UHFFFAOYSA-N,C1=COCCC1,171623614
BUDZYYLTEVABKB-AWEZNQCLSA-N,O=C1CCCC=CCCCCC(=O)N2CCC[C@@H](C2)N1,16
BUDZYYLTEVABKB-CQSZACIVSA-N,O=C1CCCC=CCCCCC(=O)N2CCC[C@H](C2)N1,12
BUEFDJQUUGMUJO-UHFFFAOYSA-N,O=c1ccnc2cc[nH]n12,170996
BUEPGHPKVDGKSU-UHFFFAOYSA-N,O=C1CC2(CCN2)C1,2
BUGJQNBAIFDVLY-CCJGNROESA-N,O=C1O[C@]23CCC[C@@H]2[C@H]2[C@H]4[C@H]5[C@H]6[C@H]7CCC[C@]78OC(=O)[C@@]2([C@@H]58)[C@@]16[C@H]43,2
BUGJQNBAIFDVLY-GVRZOWSLSA-N,O=C1O[C@]23CCC[C@@H]2[C@H]2[C@H]4[C@H]5[C@H]6[C@@H]7CCC[C@@]78OC(=O)[C@@]2([C@@H]58)[C@@]16[C@H]43,2
BUGJQNBAIFDVLY-HAAIBYNASA-N,O=C1O[C@@]23CCC[C@H]2[C@H]2[C@H]4[C@H]5[C@@H]6[C@@H]7CCC[C@]78OC(=O)[C@@]2([C@@H]58)[C@]16[C@H]43,2
BUGJQNBAIFDVLY-IHFNVBIISA-N,O=C1O[C@@]23CCC[C@H]2[C@H]2[C@H]4[C@H]5[C@H]6[C@@H]7CCC[C@]78OC(=O)[C@@]2([C@@H]58)[C@]16[C@H]43,2
BUGJQNBAIFDVLY-RGHBNJAXSA-N,O=C1O[C@@]23CCC[C@H]2[C@H]2[C@H]4[C@H]5[C@H]6[C@H]7CCC[C@]78OC(=O)[C@@]2([C@@H]58)[C@]16[C@H]43,2
BUGJQNBAIFDVLY-VEXACXMCSA-N,O=C1O[C@@]23CCC[C@H]2[C@H]2[C@H]4[C@H]5[C@@H]6[C@H]7CCC[C@]78OC(=O)[C@@]2([C@@H]58)[C@]16[C@H]43,2
BUGJQNBAIFDVLY-VNJPVKHKSA-N,O=C1O[C@]23CCC[C@@H]2[C@H]2[C@H]4[C@H]5[C@H]6[C@H]7CCC[C@@]78OC(=O)[C@@]2([C@@H]58)[C@@]16[C@H]43,2
BUGJQNBAIFDVLY-WVXORHKOSA-N,O=C1O[C@]23CCC[C@@H]2[C@H]2[C@H]4[C@H]5[C@H]6[C@@H]7CCC[C@]78OC(=O)[C@@]2([C@@H]58)[C@@]16[C@H]43,2
BUGMTNJLGMBAKE-SECBINFHSA-N,O=C1c2cc(=O)ccn2C[C@H]2OCCN12,14
BUGMZBCMWJIRPZ-UHFFFAOYSA-N,N=C1N=NN=N1,4
BUGMZBCMWJIRPZ-UHFFFAOYSA-O,N=C1N=N[NH+]=N1,44
BUGOPWGPQGYYGR-UHFFFAOYSA-N,O=S1(=O)CCCCC1,92980772
BUGVAYMOEIZZKC-UHFFFAOYSA-N,c1[nH+][nH+]co1,4
BUGVIFWXQMWTSD-UHFFFAOYSA-N,C=C1CC2(C1)OCCO2,2
BUHBENCRZHMHOV-SECBINFHSA-N,N=C1C(=C2Nc3ccccc3N2)C(=O)[C@H]2CSCN12,2
BUHBENCRZHMHOV-VIFPVBQESA-N,N=C1C(=C2Nc3ccccc3N2)C(=O)[C@@H]2CSCN12,2
BUHNZHUTUYESBY-OSFKPRLVSA-N,O=C1N[C@@H]2[C@H]3CC[C@H]4[C@@H](C3)[C@@]24C(=O)NCC12CCCCC2,2
BUHNZHUTUYESBY-QHRNJGFCSA-N,O=C1N[C@H]2[C@H]3CC[C@H]4[C@@H](C3)[C@]42C(=O)NCC12CCCCC2,2
BUHRIQMCROKMDK-AWEZNQCLSA-N,O=C1NC(=O)C2(Cc3cc4ccccc4nc3N3CCCC[C@H]32)C(=O)N1,4
BUHRIQMCROKMDK-CQSZACIVSA-N,O=C1NC(=O)C2(Cc3cc4ccccc4nc3N3CCCC[C@@H]32)C(=O)N1,2
BUIPZMAHWRXQCI-UHFFFAOYSA-N,c1ccc2c(c1)CCCCCNC2,118994
BUJHJZRUFWLLOE-UHFFFAOYSA-N,c1cc2c(ncn3nnnc23)[nH]1,14
BUJUWFYCFBKIOF-DTWKUNHWSA-N,O=C1c2ccoc2C[C@@H]2CCCC[C@@H]12,4
BUJUWFYCFBKIOF-RKDXNWHRSA-N,O=C1c2ccoc2C[C@H]2CCCC[C@@H]12,4
BUJVEKTUOSPGSA-DJXZPDJGSA-N,C=C1C(=O)O[C@H]2[C@H]3C(=O)C[C@H]4OC[C@H](CC[C@@H]12)[C@@H]34,2
BUJVEKTUOSPGSA-RZGAGGNZSA-N,C=C1C(=O)O[C@@H]2[C@@H]3C(=O)C[C@H]4OC[C@H](CC[C@@H]12)[C@@H]34,2
BUJVEKTUOSPGSA-WXQWFHJZSA-N,C=C1C(=O)O[C@H]2[C@@H]3C(=O)C[C@H]4OC[C@H](CC[C@@H]12)[C@@H]34,2
BUJVEKTUOSPGSA-XTAIKHSFSA-N,C=C1C(=O)O[C@@H]2[C@H]3C(=O)C[C@H]4OC[C@H](CC[C@@H]12)[C@@H]34,2
BUKJLSAUIOIFEF-UHFFFAOYSA-N,C=C1SCS1,62
BUKUNZWVTJXJRK-UHFFFAOYSA-N,c1cnc2c(c1)-c1nc3cccc4c3c(c1CO2)CC4,2
BULLSRHKYKBWJV-UHFFFAOYSA-N,O=c1sc2nc3ccccc3nc2s1,4
BULRMDAGGLQULX-GOSISDBHSA-N,O=C1c2ccccc2CC=CCC2(CCCC2)C(=O)N[C@@H]2CCCN1C2,8
BULRMDAGGLQULX-SFHVURJKSA-N,O=C1c2ccccc2CC=CCC2(CCCC2)C(=O)N[C@H]2CCCN1C2,6
BUMIHKKEZBUGHZ-UHFFFAOYSA-N,O=C1NCSC2=CCCCCN12,4
BUMLZKLQQJSVLH-UHFFFAOYSA-N,c1ccc2c3c([nH]c2c1)-c1nc2[nH]ncc2cc1CC3,14
BUMYHVCBDQKLJL-UHFFFAOYSA-O,C1CNC(=[N+]2CCOC3(CCOCC3)CC2)N1,2
BUMYKHYYCJFXHU-UHFFFAOYSA-N,C=C1CCCC1=N,24
BUNFDZZVLUCBGM-UHFFFAOYSA-N,C1C[SiH2]N[SiH2]1,6
BUNPSSLIVPOBJL-UHFFFAOYSA-N,C1COCC2(CN1)COC2,248228
BUNWKWAVWTUWSJ-MNCSTQPFSA-N,O=C1[C@@H]2CC[C@@H]3[C@H]2CNO[C@@H]13,2
BUNWKWAVWTUWSJ-UNGCPHIMSA-N,O=C1[C@H]2ONC[C@H]3[C@H]2CC[C@@H]13,2
BUOKFFWLFIBETC-NFBKMPQASA-N,O=C1N[C@@]23CCCCC[C@H]2N(CC3)C(=O)CCNCC=CCc2ccccc21,2
BUOKFFWLFIBETC-NZQKXSOJSA-N,O=C1N[C@@]23CCCCC[C@@H]2N(CC3)C(=O)CCNCC=CCc2ccccc21,2
BUOLFBYBLNLGMW-INIZCTEOSA-N,O=C1NC[C@@H]2CCCN2C(=O)COCCC=CCc2ccccc21,24
BUOLFBYBLNLGMW-MRXNPFEDSA-N,O=C1NC[C@H]2CCCN2C(=O)COCCC=CCc2ccccc21,8
BUOPYOGQBUMALK-UHFFFAOYSA-N,O=C1CCCCC(=O)OCCCO1,2
BUPWZJRNLCYVCL-UHFFFAOYSA-N,O=C1CCC2=CCCCC2=N1,16
BUQKZKMCGKVWEV-UHFFFAOYSA-N,c1ccc2c3c([nH]c2c1)CCOC3,18
BURDUKVSRHKXTN-RXMQYKEDSA-N,O=C1NN=C2CCCNC[C@@H]12,1134
BURDUKVSRHKXTN-YFKPBYRVSA-N,O=C1NN=C2CCCNC[C@H]12,1134
BURLJBVRDBLMMW-UHFFFAOYSA-N,O=C1NC2(CCC2)CO1,2662862
BURPMXYDMNCEIP-UHFFFAOYSA-N,N=c1sc2nc3ccccc3nc2s1,4
BURXUVUUKYOZFG-KBPBESRZSA-N,c1ccc2c3c(ccc2c1)O[C@H]1CCCC[C@H]31,2
BURXUVUUKYOZFG-KGLIPLIRSA-N,c1ccc2c3c(ccc2c1)O[C@H]1CCCC[C@@H]31,2
BURXUVUUKYOZFG-UONOGXRCSA-N,c1ccc2c3c(ccc2c1)O[C@@H]1CCCC[C@H]31,2
BURXUVUUKYOZFG-ZIAGYGMSSA-N,c1ccc2c3c(ccc2c1)O[C@@H]1CCCC[C@@H]31,2
BUTHQGNRBDKFDK-UHFFFAOYSA-N,c1cnc2c(c1)-c1nc3ncccc3cc1CC2,22
BUTNOWQUUYDWLX-JTQLQIEISA-N,O=C1CC[C@@H]2Oc3ccccc3N12,10
BUTNOWQUUYDWLX-SNVBAGLBSA-N,O=C1CC[C@H]2Oc3ccccc3N12,10
BUTZSNYCHWTREE-KNVOCYPGSA-N,C1CC[C@H]2SCS[C@H]2C1,2
BUUVFWUAISPEDW-HXFLIBJXSA-N,O=C1N[C@@H]2[C@H]3C[C@H]3CCCC[C@@H]12,2
BUUVFWUAISPEDW-LURQLKTLSA-N,O=C1N[C@H]2[C@H]3C[C@H]3CCCC[C@@H]12,2
BUUVFWUAISPEDW-RYPBNFRJSA-N,O=C1N[C@H]2[C@H]3C[C@H]3CCCC[C@H]12,2
BUUVFWUAISPEDW-XGEHTFHBSA-N,O=C1N[C@@H]2[C@H]3C[C@H]3CCCC[C@H]12,2
BUUYHTCGGPGIFD-UHFFFAOYSA-N,O=C1C(=O)N2CC=Cc3cc4c(c1c32)OCO4,2
BUUZXNKTNOPQRN-SEYXRHQNSA-N,O=C1Nc2ccccc2/C1=C1\CCCCCN1,6
BUUZXNKTNOPQRN-UHFFFAOYSA-N,O=C1Nc2ccccc2C1=C1CCCCCN1,4
BUVGVDGFFWAUQE-NTSWFWBYSA-N,C1C[C@H]2CNC[C@H]2[NH+]1,54
BUVGVDGFFWAUQE-RITPCOANSA-N,C1C[C@@H]2C[NH+]C[C@@H]2N1,34
BUVYYIFBXOPRHI-ABNYENBBSA-N,O=c1[nH]c(=O)n2n1[C@H]1[C@H]3[C@H]4[C@H](C[C@H]32)[C@@H]41,4
BUVYYIFBXOPRHI-AGZHHQKVSA-N,O=c1[nH]c(=O)n2n1[C@@H]1[C@@H]3[C@@H]4C[C@@H]2[C@@H]1[C@@H]43,2
BUVYYIFBXOPRHI-BYNCVWKDSA-N,O=c1[nH]c(=O)n2n1[C@@H]1[C@H]3[C@@H]4C[C@@H]2[C@H]1[C@@H]43,2
BUVYYIFBXOPRHI-CLYCCYFHSA-N,O=c1[nH]c(=O)n2n1[C@H]1[C@H]3[C@H]4C[C@H]2[C@H]1[C@@H]43,2
BUVYYIFBXOPRHI-FIZWYUIZSA-N,O=c1[nH]c(=O)n2n1[C@H]1[C@@H]3[C@H]4C[C@H]2[C@@H]1[C@@H]43,4
BUVYYIFBXOPRHI-FJPOHGBRSA-N,O=c1[nH]c(=O)n2n1[C@H]1[C@H]3[C@H]4[C@@H](C[C@H]32)[C@@H]41,4
BUVYYIFBXOPRHI-FQGZZYRYSA-N,O=c1[nH]c(=O)n2n1[C@H]1[C@@H]3[C@@H]4C[C@@H]2[C@H]1[C@H]43,2
BUVYYIFBXOPRHI-GEGSFZHJSA-N,O=c1[nH]c(=O)n2n1[C@H]1[C@@H]3[C@@H]4C[C@@H]2[C@@H]1[C@@H]43,4
BUVYYIFBXOPRHI-GESKJZQWSA-N,O=c1[nH]c(=O)n2n1[C@H]1[C@@H]3[C@H]4C[C@H]2[C@H]1[C@@H]43,2
BUVYYIFBXOPRHI-HMSOCMLXSA-N,O=c1[nH]c(=O)n2n1[C@@H]1[C@@H]3[C@H]4C[C@H]2[C@H]1[C@@H]43,2
BUVYYIFBXOPRHI-HYBKHIPXSA-N,O=c1[nH]c(=O)n2n1[C@H]1[C@H]3[C@@H]4[C@@H](C[C@H]32)[C@@H]41,4
BUVYYIFBXOPRHI-JIOKVTTDSA-N,O=c1[nH]c(=O)n2n1[C@@H]1[C@H]3[C@H]4[C@@H](C[C@H]32)[C@@H]41,2
BUVYYIFBXOPRHI-JWCLTRPWSA-N,O=c1[nH]c(=O)n2n1[C@@H]1[C@@H]3[C@@H]4C[C@@H]2[C@H]1[C@H]43,2
BUVYYIFBXOPRHI-KTWJAUQNSA-N,O=c1[nH]c(=O)n2n1[C@H]1[C@@H]3[C@@H]4C[C@H]2[C@@H]1[C@@H]43,4
BUVYYIFBXOPRHI-MAFUWASYSA-N,O=c1[nH]c(=O)n2n1[C@H]1[C@H]3[C@@H]4C[C@@H]2[C@H]1[C@H]43,2
BUVYYIFBXOPRHI-MREPKMFUSA-N,O=c1[nH]c(=O)n2n1[C@H]1[C@H]3[C@@H]4C[C@@H]2[C@H]1[C@@H]43,2
BUVYYIFBXOPRHI-NLZQRBTFSA-N,O=c1[nH]c(=O)n2n1[C@H]1[C@H]3[C@@H]4[C@H](C[C@H]32)[C@@H]41,2
BUVYYIFBXOPRHI-NYLBLOMBSA-N,O=c1[nH]c(=O)n2n1[C@@H]1[C@H]3[C@@H]4C[C@@H]2[C@H]1[C@H]43,2
BUVYYIFBXOPRHI-OGLUGUSVSA-N,O=c1[nH]c(=O)n2n1[C@H]1[C@@H]3[C@H]4C[C@@H]2[C@@H]1[C@@H]43,4
BUVYYIFBXOPRHI-UNBHBIEYSA-N,O=c1[nH]c(=O)n2n1[C@@H]1[C@H]3[C@H]4C[C@H]2[C@H]1[C@@H]43,2
BUVYYIFBXOPRHI-VXGWJHEQSA-N,O=c1[nH]c(=O)n2n1[C@@H]1[C@H]3[C@@H]4[C@@H](C[C@H]32)[C@@H]41,2
BUVYYIFBXOPRHI-WIIBDSHTSA-N,O=c1[nH]c(=O)n2n1[C@@H]1[C@@H]3[C@H]4C[C@@H]2[C@@H]1[C@@H]43,2
BUVYYIFBXOPRHI-XQCVOTFFSA-N,O=c1[nH]c(=O)n2n1[C@@H]1[C@@H]3[C@@H]4C[C@@H]2[C@H]1[C@@H]43,2
BUVYYIFBXOPRHI-XZAJRHLXSA-N,O=c1[nH]c(=O)n2n1[C@H]1[C@@H]3[C@@H]4C[C@@H]2[C@H]1[C@@H]43,2
BUWPZNOVIHAWHW-UHFFFAOYSA-N,O=C1CCNc2ccccc21,2416986
BUXCHMMSYVBDSA-UHFFFAOYSA-N,c1cc2n(n1)CCc1cc3c4c(sc3nc1-2)CCC4,24
BUYAPDKCTGCORQ-DIPCZHMKSA-N,C1[C@@H]2C3C4[C@H]1[C@H]1O[C@@H]1[C@H]4C[C@H]3[C@H]1O[C@@H]12,2
BUYAPDKCTGCORQ-FSPKNTFMSA-N,C1[C@@H]2C3C4[C@@H](C[C@@H]3[C@H]3O[C@@H]32)[C@H]2O[C@@H]2[C@@H]14,2
BUYAPDKCTGCORQ-FXJNJLGFSA-N,C1[C@@H]2C3C4[C@H]1[C@H]1O[C@@H]1[C@H]4C[C@@H]3[C@H]1O[C@@H]12,2
BUYAPDKCTGCORQ-GWTJABCUSA-N,C1[C@@H]2C3C4[C@@H]1[C@H]1O[C@@H]1[C@H]4C[C@H]3[C@H]1O[C@@H]12,2
BUYAPDKCTGCORQ-NMFICMSBSA-N,C1[C@@H]2[C@@H]3O[C@@H]3[C@@H]3C[C@@H]4[C@@H]5O[C@@H]5[C@H]1[C@H]4[C@@H]23,2
BUYAPDKCTGCORQ-SKXYDWFMSA-N,C1[C@@H]2[C@@H]3O[C@H]3[C@@H]3C[C@@H]4[C@@H]5O[C@@H]5[C@H]1[C@H]4[C@@H]23,2
BUYAPDKCTGCORQ-VSIJGQDRSA-N,C1[C@@H]2[C@@H]3O[C@@H]3[C@@H]3C[C@@H]4[C@@H]5O[C@H]5[C@@H]1[C@H]4[C@@H]23,2
BUYAPDKCTGCORQ-XXLZBMDZSA-N,C1[C@@H]2[C@H]3O[C@H]3[C@H]3C[C@H]4[C@H]5O[C@H]5[C@@H]1[C@@H]4[C@H]23,2
BUYVVVGDNNQAEG-KZLJYQGOSA-N,N=C1N[C@@]2(OCCS2)[C@H]2C[C@H]12,2
BVACXJUMTCMOKK-AWEZNQCLSA-N,O=C1CCNCC=CCC2(CCCC2)C(=O)N2CC[C@@H](C2)N1,6
BVAZVYDSSDRZMO-UHFFFAOYSA-N,c1c2c(c3c4c1CCCN4CCC3)OCCC2,2
BVBRYNVNFRVTTR-UHFFFAOYSA-N,O=C1OCCNc2ncncc21,4
BVCGOPLYPHMGOA-KBPBESRZSA-N,O=C1NCC2(C[C@@H]3CCC[C@H]3C2)C(=O)NCC12CCCCC2,2
BVCGOPLYPHMGOA-ZIAGYGMSSA-N,O=C1NCC2(C[C@H]3CCC[C@@H]3C2)C(=O)NCC12CCCCC2,2
BVCGOPLYPHMGOA-ZSBFGKGUSA-N,O=C1NC[C@]2(C[C@H]3CCC[C@H]3C2)C(=O)NCC12CCCCC2,2
BVCICFFJVPELLT-HBNTYKKESA-N,O=C1C[C@@H]2[C@H]3CC[C@H](C3)N2C(=O)C2(CCOCC2)N1,2
BVDQZCCGTBECBL-HNNXBMFYSA-N,O=C1CCCc2cn(nn2)CCOc2cccc(c2)C(=O)N2CC[C@@H](C2)N1,2
BVGVEXIXYUKXTE-UHFFFAOYSA-N,O=c1c2cn[nH]c2oc2[nH]ncc12,2
BVHCYKZSWOWXPO-UHFFFAOYSA-N,S=C1CN=Cc2ccccc2N1,22
BVHDFAWXLWMYTB-MRXNPFEDSA-N,O=C1N[C@H]2CN(CC3(CCC3)C2)C(=O)CCC=CCOc2ccccc21,14
